arrival_rate_over_lambda_sn,density_over_n_sn,branch,fixed_point_slope
0.4888060200668896,0.36967495531458744,stable,0.07307761654323686
0.4888060200668896,1.3222589548997812,unstable,13.684080670698126
0.49214715719063545,0.3724030555850101,stable,0.07396932204092756
0.49214715719063545,1.3215443584841664,unstable,13.519118093940223
0.49548829431438124,0.37513527873170815,stable,0.07487012225675511
0.49548829431438124,1.3208256391922766,unstable,13.356462763218916
0.4988294314381271,0.3778716700550599,stable,0.07578014904249046
0.4988294314381271,1.320102751723733,unstable,13.19606800244346
0.5021705685618729,0.3806122756334002,stable,0.07669953688039158
0.5021705685618729,1.3193756500002007,unstable,13.037888371600516
0.5055117056856188,0.38335714234153795,stable,0.0776284229516496
0.5055117056856188,1.3186442871468709,unstable,12.88187962575049
0.5088528428093645,0.3861063178698402,stable,0.07856694720705686
0.5088528428093645,1.3179086154733766,unstable,12.727998675633648
0.5121939799331103,0.3888598507439061,stable,0.0795152524399842
0.5121939799331103,1.317168586454119,unstable,12.576203549812957
0.5155351170568562,0.39161779034485006,stable,0.08047348436175782
0.5155351170568562,1.316424150707983,unstable,12.426453358284286
0.518876254180602,0.3943801869302215,stable,0.08144179167953222
0.518876254180602,1.3156752579774196,unstable,12.278708257486901
0.5222173913043479,0.3971470916555807,stable,0.08242032617675715
0.5222173913043479,1.3149218571068684,unstable,12.132929416651631
0.5255585284280936,0.39991855659676206,stable,0.08340924279634514
0.5255585284280936,1.3141638960204953,unstable,11.989078985426556
0.5288996655518394,0.40269463477284506,stable,0.08440869972664651
0.5288996655518394,1.3134013216992202,unstable,11.847120062724015
0.5322408026755853,0.40547538016986656,stable,0.08541885849034844
0.5322408026755853,1.3126340801570064,unstable,11.707016666735097
0.5355819397993311,0.4082608477652986,stable,0.08643988403641666
0.5355819397993311,1.3118621164163826,unstable,11.568733706059854
0.538923076923077,0.4110510935533269,stable,0.08747194483520665
0.538923076923077,1.3110853744831623,unstable,11.43223695190444
0.5422642140468227,0.41384617457095835,stable,0.08851521297687515
0.5422642140468227,1.3103037973203393,unstable,11.297493011300313
0.5456053511705685,0.41664614892499363,stable,0.08956986427323184
0.5456053511705685,1.3095173268211118,unstable,11.164469301298865
0.5489464882943144,0.419451075819897,stable,0.09063607836317443
0.5489464882943144,1.3087259037810164,unstable,11.033134024102933
0.5522876254180602,0.422261015586604,stable,0.0917140388218616
0.5522876254180602,1.3079294678691178,unstable,10.903456143092031
0.555628762541806,0.4250760297123034,stable,0.09280393327378286
0.555628762541806,1.3071279575982264,unstable,10.775405359704777
0.5589698996655518,0.4278961808712325,stable,0.093905953509893
0.5589698996655518,1.3063213102941054,unstable,10.648952091143524
0.5623110367892976,0.4307215329565326,stable,0.09502029560898925
0.5623110367892976,1.305509462063613,unstable,10.524067448864008
0.5656521739130435,0.4335521511132045,stable,0.09614716006351515
0.5656521739130435,1.3046923477617491,unstable,10.400723217819388
0.5689933110367893,0.43638810177221443,stable,0.09728675190998823
0.5689933110367893,1.3038699009575474,unstable,10.278891836426235
0.5723344481605351,0.43922945268579733,stable,0.09843928086425502
0.5723344481605351,1.3030420538987726,unstable,10.158546377222907
0.5756755852842809,0.44207627296401164,stable,0.09960496146179182
0.5756755852842809,1.3022087374753661,unstable,10.039660528191622
0.5790167224080267,0.4449286331125966,stable,0.10078401320327639
0.5790167224080267,1.3013698811815892,unstable,9.922208574717569
0.5823578595317725,0.44778660507219376,stable,0.1019766607056728
0.5823578595317725,1.3005254130768,unstable,9.806165382157548
0.5856989966555184,0.4506502622589875,stable,0.10318313385907969
0.5856989966555184,1.2996752597448145,unstable,9.691506378995326
