sweep,condition_value,speed_m_per_s,robot_count,replication,split,causal_events,primary_events,unique_causal_robots,censored_causal_events,treated_traversal_rate_per_s,control_traversal_rate_per_s,attributable_rate_loss_per_s,attributable_severity_s,traversal_loss,collision_count,crossing_violation_count
density,28,1.2,28,10,validation,18,1,18,0,0.5524015558156433,0.5600000000000177,0.007598444184374387,45.590665106241275,0.9118133021249321,0,0
density,28,1.2,28,11,validation,23,1,23,0,0.5476276854258408,0.5600000000000177,0.012372314574176868,74.23388744504575,1.484677748901208,0,0
density,32,1.2,32,0,training,32,1,32,0,0.6116508921364011,0.6400000000000202,0.028349107863619105,170.09464718167527,3.401892943634302,0,0
density,32,1.2,32,1,training,32,1,32,0,0.6233371756672134,0.6400000000000202,0.016662824332806858,99.97694599680756,1.9995389199368176,0,0
density,32,1.2,32,2,training,32,1,32,0,0.6216707737343492,0.6400000000000202,0.018329226265671017,109.97535759399089,2.1995071518805136,0,0
density,32,1.2,32,3,training,32,1,32,0,0.6291325187751327,0.6400000000000202,0.010867481224887565,65.20488734929799,1.304097746986509,0,0
density,32,1.2,32,4,training,32,1,32,0,0.6173299437502581,0.6400000000000202,0.02267005624976215,136.0203374985363,2.720406749971467,0,0
density,32,1.2,32,5,training,32,1,32,0,0.6281768919941327,0.6400000000000202,0.011823108005887484,70.93864803529681,1.4187729607065014,0,0
density,32,1.2,32,6,validation,32,1,32,0,0.6293863311900153,0.6400000000000202,0.010613668810004917,63.682012860002814,1.273640257200608,0,0
density,32,1.2,32,7,validation,32,1,32,0,0.6226306855315081,0.6400000000000202,0.017369314468512087,104.21588681103846,2.084317736221452,0,0
density,32,1.2,32,8,validation,32,1,32,0,0.620062224973019,0.6400000000000202,0.019937775027001226,119.62665016197016,2.3925330032401257,0,0
density,32,1.2,32,9,validation,32,1,32,0,0.6134482038300854,0.6400000000000202,0.02655179616993486,159.31077701957042,3.1862155403921903,0,0
density,32,1.2,32,10,validation,32,1,32,0,0.6179457623780978,0.6400000000000202,0.02205423762192238,132.32542573149675,2.646508514630674,0,0
density,32,1.2,32,11,validation,32,1,32,0,0.6277480489350007,0.6400000000000202,0.012251951065019528,73.51170639008896,1.470234127802342,0,0
density,33,1.2,33,0,training,33,1,33,0,0.6390643434014933,0.6600000000000209,0.020935656598527586,125.61393959112723,2.5122787918233085,0,0
density,33,1.2,33,1,training,33,1,33,0,0.6371269133722849,0.6600000000000209,0.022873086627736017,137.2385197663771,2.7447703953283233,0,0
density,33,1.2,33,2,training,33,1,33,0,0.6439546407625406,0.6600000000000209,0.016045359237480294,96.27215542484842,1.9254431084976527,0,0
density,33,1.2,33,3,training,33,1,33,0,0.6267327137440434,0.6600000000000209,0.033267286255977524,199.60371753582203,3.992074350717304,0,0
density,33,1.2,33,4,training,33,1,33,0,0.6275632166253465,0.6600000000000209,0.03243678337467437,194.6207002480034,3.892414004960934,0,0
density,33,1.2,33,5,training,33,1,33,0,0.6292140409805482,0.6600000000000209,0.030785959019472675,184.7157541167928,3.6943150823367104,0,0
density,33,1.2,33,6,validation,33,1,33,0,0.6438394439718829,0.6600000000000209,0.01616055602813804,96.9633361687937,1.9392667233765513,0,0
density,33,1.2,33,7,validation,33,1,33,0,0.6287998101657174,0.6600000000000209,0.031200189834303504,187.20113900577653,3.7440227801163997,0,0
density,33,1.2,33,8,validation,33,1,33,0,0.6244350222495023,0.6600000000000209,0.03556497775051859,213.38986650306651,4.2677973300622245,0,0
density,33,1.2,33,9,validation,33,1,33,0,0.631662746456471,0.6600000000000209,0.02833725354354988,170.0235212612568,3.4004704252259637,0,0
density,33,1.2,33,10,validation,33,1,33,0,0.6251989933622082,0.6600000000000209,0.034801006637812715,208.8060398268332,4.176120796537525,0,0
density,33,1.2,33,11,validation,33,1,33,0,0.6416546167108972,0.6600000000000209,0.018345383289123718,110.07229973470682,2.2014459946948324,0,0
